"T1_1H_R1";"T1_2H_R1";"T1_3H_R1";"T1_4H_R1";"T1_5H_R1";"T1_6H_R1";"T2_1H_R1";"T2_2H_R1";"T2_3H_R1";"T2_4H_R1";"T2_5H_R1";"T2_6H_R1";"T3_1H_R1";"T3_2H_R1";"T3_3H_R1";"T3_4H_R1";"T3_5H_R1";"T3_6H_R1";"T1_1H_R2";"T1_2H_R2";"T1_3H_R2";"T1_4H_R2";"T1_5H_R2";"T1_6H_R2";"T2_1H_R2";"T2_2H_R2";"T2_3H_R2";"T2_4H_R2";"T2_5H_R2";"T2_6H_R2";"T3_1H_R2";"T3_2H_R2";"T3_3H_R2";"T3_4H_R2";"T3_5H_R2";"T3_6H_R2";"ExpT1";"ExpT2";"ExpT3"
"G1015";0.2743592;0.363956;-0.1252803;-0.1161445;-0.3995458;-0.5377143;-0.0162747;-1.482917;-3.588161;-3.114016;-3.888151;-3.315004;0.2372756;-1.67533;-2.630227;-3.84281;-3.4947;-3.345939;-0.1498264;0.04409108;0.3523393;-0.5051905;-0.3581212;-0.4738531;-0.3788176;-1.822493;-2.664919;-3.728428;-4.310801;-3.88444;-0.1435979;-2.649091;-2.541209;-3.653308;-3.62764;-3.376688;"Non";"Sous";"Sous"
"G1016";0.1433422;-0.003445722;-0.03606188;0.3100031;-0.499433;-0.7994011;0.8083134;2.608035;3.50166;3.087769;2.70439;2.746656;0.8514873;2.766298;3.218592;2.919826;3.115549;2.267217;0.2429398;0.02516541;0.3022419;-0.2732563;-0.7583079;-1.382317;0.8171255;3.047334;3.208155;2.714024;2.656097;2.443771;1.264347;2.952659;3.225643;2.879824;2.662597;2.329448;"Sous";"Sur";"Sur"
"G1035";-0.2252204;-0.122798;0.3067119;0.4864661;0.2487118;-0.7044577;1.206044;3.741749;4.351081;4.151101;3.796817;3.351336;1.825041;3.88345;4.338096;4.003698;3.655619;3.228286;0.2804779;-0.09418691;0.6588094;-0.208123;0.04665262;-0.7311409;1.605365;3.855273;4.587937;4.023536;3.702429;3.543842;1.715591;3.89477;4.500552;3.93498;3.530083;3.434132;"Non";"Sur";"Sur"
"G1040";0.2363443;0.6643017;-0.1489108;0.1849458;0.6891605;0.4562082;0.4340659;1.96639;2.876231;3.29775;3.511994;3.809651;0.769978;2.140054;1.495685;2.855327;3.140735;3.693514;0.005280461;0.7641989;0.5209671;0.3815462;0.3505833;1.530054;0.5348391;2.149825;2.446819;2.871452;2.643012;4.594837;1.194042;1.829929;1.513765;2.747918;2.819349;4.271131;"Non";"Sur";"Sur"
"G1043";1.213104;0.272803;-0.2441363;-0.1027723;-0.2754343;0.2483206;1.770385;6.267602;8.988136;2.959025;2.910928;2.381352;3.218015;4.634857;5.986006;1.981633;0.3909331;1.361702;-0.05406921;-0.02854032;0.1448662;1.650025;0.6387766;1.107422;1.278193;7.961759;7.973573;3.839319;2.522299;2.044115;2.192688;5.551442;5.039501;2.498735;-0.4751165;1.082335;"Non";"Sur";"Sur"
"G1053";-0.02127604;0.308708;-0.6612585;-1.059716;-0.4502064;-1.659108;-1.24265;-2.170192;-3.920668;-3.40821;-3.66905;-4.452615;-2.329651;-3.15168;-3.350239;-4.250211;-3.621796;-3.882872;-0.6733727;-1.269868;-0.8445965;-1.325;-1.088474;-1.182134;-2.088334;-3.989802;-3.476102;-4.246553;-4.049683;-4.01111;-2.364329;-3.989802;-3.981719;-4.373063;-4.285839;-4.483465;"Sous";"Sous";"Sous"
"G1054";0.06633467;0.1471874;-0.01952041;0.3117818;-0.08654531;-0.3207359;0.419756;2.071335;3.216072;2.759484;2.578183;2.748709;0.4868149;2.305233;2.932255;2.791746;2.656314;2.385706;0.1136879;-0.234497;0.1984974;-0.4958436;-0.5789472;-0.8073358;0.6394326;2.223709;2.774325;2.432029;2.444805;2.426177;0.7146405;2.312942;3.009869;2.576152;2.387171;2.385824;"Non";"Sur";"Sur"
"G1056";-0.6146819;0.08776496;-1.40343;-1.495428;-1.800451;-2.391698;-0.3427349;-0.7886937;-1.759324;-2.663462;-3.067773;-1.05678;-1.46422;-0.598346;-1.099278;-1.709114;-3.17747;-0.7130411;-1.131858;-0.1590755;0.0812125;-0.8387394;-0.8404766;-1.625888;-0.284142;0.01965909;-1.321427;-2.771016;-2.632587;-3.058406;-1.628909;0.2663338;-1.401935;-3.045196;-2.912876;-3.052553;"Sous";"Sous";"Sous"
"G1057";-0.6722698;0.2739237;-1.329749;-1.934813;-1.99117;-2.319972;-0.7584841;-1.325249;-2.635917;-2.794766;-3.176358;-1.39272;-0.8545359;-0.04855284;-1.501847;-2.484142;-2.968166;-0.9679034;-1.391626;0.1858536;0.09854486;-0.08622796;-0.3457211;-1.481366;-0.1664658;0.07840448;-1.574151;-1.983154;-2.125812;-2.932106;-1.934201;0.5829733;-1.204269;-2.560074;-2.666493;-2.912858;"Sous";"Sous";"Sous"
"G1058";-0.6484769;0.1150353;-1.016985;-1.694239;-2.516313;-2.149727;-0.4970855;-0.6706634;-1.427598;-2.865082;-3.054063;-0.6573879;-1.038612;-0.7608885;-0.8739837;-1.903555;-2.954795;-0.2523509;-1.083989;0.353599;0.5029827;-0.4217006;-0.4038602;-1.502885;-0.2973146;0.3166675;-0.6720354;-2.324663;-2.474655;-3.229416;-1.98343;-0.04715341;-1.009314;-2.463877;-2.770905;-3.334453;"Sous";"Sous";"Sous"
"G1059";-0.4284376;-0.2652067;-0.2790172;-0.0255538;0.3583895;0.4389177;-0.6842981;-1.483454;-3.266248;-2.573157;-2.229529;-2.573814;-0.9519639;-1.750165;-2.021334;-2.789799;-2.358433;-1.732224;-0.2578012;0.01254895;-0.2989429;0.3393217;0.4301607;0.7632521;-1.149559;-2.64529;-2.176936;-3.100407;-2.53183;-1.702563;-1.099165;-2.142926;-2.953438;-2.363672;-2.845903;-2.179995;"Non";"Sous";"Sous"
"G1063";0.5081769;0.6435238;-0.08242161;-0.6541709;0.3766181;0.292781;0.3620715;0.8464134;1.423895;-0.6200999;-1.030196;-2.253055;0.9259909;0.3708183;0.07986632;-1.612635;-1.956685;-1.709736;-0.3380259;0.1050356;-0.07741049;-0.06060742;0.09426719;0.9120832;0.06926052;1.787707;1.092423;-0.2490391;-0.7798085;-2.074595;-0.3761976;0.4590526;-0.1840299;-1.330551;-2.330512;-2.214574;"Non";"Sous";"Sous"
"G1078";-0.1399995;-0.5135032;-1.079154;-0.4062671;-0.9517923;-0.3906543;0.3630383;-1.329355;-2.10034;-2.559475;-2.432009;-2.18971;-0.3053387;-0.9226305;-2.074958;-2.68077;-2.281983;-2.038838;-0.2435771;-0.09133935;-0.2674182;-0.2545176;-0.03738829;-0.8219834;-0.1067123;-0.9203332;-1.452724;-2.496208;-1.80632;-2.52754;0.1453244;-1.47636;-1.819695;-2.291319;-2.239025;-2.698332;"Non";"Sous";"Sous"
"G1080";0.08587216;0.8947997;1.176487;1.095289;1.063398;0.8859397;0.8863218;1.596859;2.020937;3.552356;3.039908;3.601715;0.3600506;1.92591;2.624839;3.746437;3.681242;3.264637;0.6373324;0.5224528;1.361748;1.143892;1.114768;1.021344;0.824891;1.727633;1.88033;2.746481;3.115525;2.43052;1.250158;1.834199;2.64832;3.513942;3.066889;2.892936;"Non";"Sur";"Sur"
"G1081";1.405497;2.427104;1.995306;1.226612;1.164023;0.9519059;0.6354609;-0.7701665;-2.789207;-2.253807;-1.836013;-2.576717;2.213924;2.553846;1.264795;2.198184;1.544277;-1.564691;1.144484;2.490805;1.936875;1.957639;0.5660966;0.6896545;0.3940028;-0.6700303;-1.372626;-0.4834344;-0.7617266;-2.027344;2.613461;2.380823;1.862729;1.436302;0.07195534;-1.467024;"Non";"Sous";"Sous"
"G1084";0.5524918;0.5678864;-0.1364198;0.556282;-0.1123527;-0.8421645;-0.2559496;0.9284304;1.622675;2.857992;2.887597;3.563096;0.1040459;0.8814628;1.785571;2.581796;3.040411;3.364091;0.06015012;-0.2731833;0.9968597;-0.2635792;-0.4505104;-0.3946749;0.36348;0.3374782;1.70402;2.493164;2.855558;3.404114;0.1883228;0.8803319;2.064762;2.512862;3.022875;3.402873;"Non";"Sur";"Sur"
"G1085";-0.120887;-0.122737;-0.2794833;-0.482129;-0.3122188;-0.27294;-0.154613;-2.12219;-5.299764;-4.489636;-4.181653;-3.823777;-0.6268604;-2.551456;-4.86767;-5.219804;-4.470374;-2.583719;0.02368775;-0.4024798;-0.05517664;-1.037085;-1.739398;-1.029796;-0.4408343;-2.976415;-3.680994;-4.302284;-3.356112;-4.436859;-0.6866168;-4.412021;-5.067912;-5.495725;-4.623089;-3.408314;"Non";"Sous";"Sous"
"G1092";-0.36297;0.6014156;-0.5263408;0.003185007;-0.0376175;-0.534259;-1.699073;-2.326718;-4.969947;-3.979561;-4.290329;-2.737872;-2.438961;-3.563046;-3.627317;-4.505545;-3.536724;-1.642018;-0.3200792;-1.206096;-0.1638545;-1.058733;-0.5716016;-0.5962661;-1.601148;-4.252861;-3.662009;-4.400176;-4.091301;-3.495085;-2.131954;-4.550502;-4.720664;-4.1331;-4.126676;-2.823267;"Non";"Sous";"Sous"
"G1094";-0.3601921;0.06099947;0.01510339;0.5120775;-0.128405;0.2116915;0.6013573;2.125107;2.688675;2.979317;2.087892;2.259452;0.6674652;2.605724;2.96659;2.97504;2.623264;2.279279;-0.2930999;-0.1058412;0.1308728;-0.2908841;-0.557229;-1.292235;0.8376379;2.708309;2.781047;2.712005;2.200993;2.11452;0.8536166;2.697371;3.021889;2.663033;2.1301;2.261907;"Non";"Sur";"Sur"
"G1095";-0.2250948;-0.3437416;0.2521269;0.0565337;-0.4817925;-0.4317994;0.2445848;0.6535582;1.590853;1.93006;1.45442;1.869468;0.09635057;1.16567;2.092168;1.788112;1.914593;2.453151;0.1757942;-0.5113004;0.1895258;-0.4388913;-0.7150752;-0.8867621;0.19754;1.704424;1.77526;2.046858;2.343331;2.248761;0.06521955;1.595133;1.826065;1.76237;1.865188;2.263434;"Non";"Sur";"Sur"
"G1097";-0.5516635;-0.579904;-0.06904769;-0.07884618;-0.2640158;-0.371657;-0.6895737;-1.483252;-2.673197;-2.13665;-1.794431;-2.575781;-1.036521;-1.734246;-2.818593;-1.850319;-1.749185;-1.802623;-0.02445574;-0.4732049;-0.3896042;-0.8379386;-0.7302707;-1.095558;-0.4012299;-1.448691;-2.411328;-2.862104;-2.182013;-2.730261;-0.5543197;-1.948487;-2.934965;-2.592327;-2.064045;-2.712022;"Non";"Sous";"Sous"
"G1100";-0.09283386;0.06241394;0.00392305;0.319186;0.2811416;-0.4050433;-0.2708362;0.4120623;1.516096;1.998839;2.29085;2.390638;-0.2776143;0.5712606;1.585032;2.338696;2.416808;2.214371;-0.1349803;-0.09074846;0.2317799;-0.3270767;-0.1003731;-0.8123771;-0.1771917;0.2900285;0.9438138;1.692401;2.089063;1.957471;-0.1765812;0.742737;1.541835;2.208296;2.515898;2.067802;"Non";"Sur";"Sur"
"G1107";-0.1845184;-0.1042661;-0.02971093;0.3970428;-0.2904503;-0.3833622;0.3402187;1.387584;2.379577;2.581676;2.210499;2.634107;0.3646153;1.736402;2.472111;2.68867;2.714538;2.931772;-0.04381306;-0.5664606;0.14038;-0.2261154;-0.4678597;-0.7563291;0.2342732;1.748262;2.079592;2.50451;2.678958;2.856045;0.1892327;1.730815;2.404057;2.58269;2.514411;2.704262;"Non";"Sur";"Sur"
"G1110";0.07443277;0.1348769;-0.07177934;0.4621385;-0.1061873;-0.3615697;0.5520442;2.313651;3.335712;3.315594;3.188246;3.430846;0.8125624;2.433909;3.080854;3.345405;3.171409;2.909482;0.172945;-0.009243778;0.3162695;-0.3277117;-0.5267322;-0.714367;0.7726908;2.370104;2.997327;2.979147;2.96108;3.157088;0.9367672;2.41919;3.12601;3.12412;2.951738;2.909867;"Non";"Sur";"Sur"
"G1116";-0.03268816;0.05564733;-0.05225387;0.3380726;-0.3297622;-0.3713307;0.5413066;2.317058;3.145088;2.562988;2.381722;2.725396;0.8584292;2.48326;2.858899;2.604035;2.194867;2.285965;0.4438898;-0.02503656;0.506152;-0.4057452;-0.5334414;-0.708564;1.075387;2.541525;2.933207;2.288246;2.136842;2.477412;1.073246;2.470159;3.079672;2.326195;2.070288;2.390076;"Non";"Sur";"Sur"
"G1122";0.02447868;0.255845;-0.4704543;0.7687227;-0.2097996;-0.4684908;0.484541;2.349471;3.428175;3.381014;2.861491;3.010276;0.3490545;2.438907;3.057361;3.376213;3.071382;2.523798;0.1147392;0.08853767;0.2495551;-0.3271489;-0.5092605;-1.015685;0.7105738;2.205549;2.869197;2.92619;2.676124;2.541346;0.5924572;2.350878;3.179379;3.248362;2.741838;2.438511;"Non";"Sur";"Sur"
"G1123";-0.816211;1.017608;-1.074852;-2.318851;-2.318116;-2.508756;-0.8067112;-0.625468;-1.581121;-2.750118;-3.252434;-2.618629;-0.589486;0.2149831;-1.585687;-2.229692;-2.613496;-2.608283;-1.752328;0.4809043;0.3786945;-0.2365854;-0.3299894;-0.4991179;-0.2784373;1.407742;0.2549339;-1.112106;-0.8056045;-2.410786;-1.711947;1.071716;-0.2823272;-1.689714;-0.9561327;-2.981701;"Sous";"Sous";"Sous"
"G1126";-0.2687894;0.2269097;0.1988522;0.3682855;-0.03616423;-0.2739635;0.3137662;1.641312;2.301621;2.24409;1.94929;2.346754;0.4005227;1.76664;2.231463;2.402346;2.190197;2.171937;-0.4303124;0.06759228;0.2266873;-0.3313933;-0.3206745;-1.125807;0.2952088;1.772365;2.068246;1.987375;2.253653;2.143161;0.3487296;1.941143;2.1744;2.216802;2.240258;2.245566;"Non";"Sur";"Sur"
"G1127";-0.03553482;0.08457839;-0.1472413;0.4957264;-0.06972892;-0.3918325;0.2800924;2.483524;3.190651;3.230072;2.94958;3.174212;0.5271228;2.474215;3.085597;3.392323;3.048052;2.857017;-0.1764633;-0.03873845;0.2351127;-0.2567619;-0.4483355;-0.7478753;0.6312321;2.521543;2.865185;2.975942;2.816119;3.081994;0.7415675;2.58932;3.222354;3.110673;2.84244;2.869103;"Non";"Sur";"Sur"
"G1130";0.2076809;0.3106545;-0.2185891;0.04086255;0.6203588;0.4146392;0.4942475;4.204618;5.244418;3.976153;4.1533;3.796886;1.316029;3.507916;4.003353;3.708261;3.717669;3.77582;-0.01509341;0.3331036;-0.6411232;0.4072765;0.2500643;0.9022022;0.9279615;4.760332;5.0079;4.150855;3.881986;3.423;1.870332;4.069731;3.858641;3.864355;3.976814;3.622186;"Non";"Sur";"Sur"
"G1131";-0.5492835;-0.7053635;-1.622651;-0.5112176;0.2407484;0.197444;-0.3620165;-0.6966371;-0.3735093;-2.063384;-2.14661;-2.240914;-0.4953824;-2.186101;-0.9951439;-2.288224;-2.334341;-1.728763;-0.6486004;-1.390671;-2.267726;-1.090124;0.3906576;0.9573961;-0.458758;-1.6595;-1.098425;-3.066579;-2.202722;-2.666054;-1.070117;-2.463959;-1.423659;-2.605467;-2.54956;-2.854962;"Non";"Sous";"Sous"
"G1135";0.2530377;-0.1485859;-0.8009841;-0.4923551;-0.3202276;-1.267129;0.3811364;0.928875;0.9787272;-0.0372969;-1.170495;-3.034757;0.1848905;-0.5183862;-0.5927205;-1.149912;-1.813822;-1.979614;0.06818621;-0.8906038;-0.8235966;-1.411333;-0.8423509;-0.1799558;0.6681089;0.670838;0.9700381;-1.81711;-2.985747;-2.286552;0.5724418;-1.375987;-1.027874;-2.498721;-3.021122;-2.634681;"Non";"Sous";"Sous"
"G1139";-0.01823486;-0.2198003;-0.623251;0.274035;-0.3877916;-0.4645276;0.06215958;2.069406;3.164915;3.383235;3.423934;3.311908;0.5259024;2.05603;2.756859;3.447828;3.519065;2.759453;-0.3618345;-0.004629008;0.2141686;-0.6821595;-0.08168021;-0.5715657;-0.0717158;2.239785;2.715359;3.048547;3.385127;3.191907;0.4388133;2.163417;2.98872;3.338649;3.559973;2.957511;"Non";"Sur";"Sur"
"G1142";0.1155712;0.1444622;-0.1344343;0.343502;-0.2399855;-0.5296641;0.5646233;1.338682;2.274958;2.488012;2.274984;2.731349;0.6391379;1.574169;2.107559;2.49146;2.650829;2.639689;0.1593452;-0.2284918;0.4330713;-0.5334354;-0.710674;-0.9375807;0.5587864;1.655199;2.060841;2.324256;2.578999;2.712977;0.3463135;1.642001;2.121194;2.446538;2.501403;2.569351;"Non";"Sur";"Sur"
"G1143";-0.44337;0.5878472;-0.7948282;-2.039291;-2.306331;-2.472438;-0.8815857;-0.7885869;-1.50711;-2.670295;-2.783482;-1.960964;-0.9323829;-0.3947915;-1.772134;-2.073737;-2.784916;-1.99757;-1.541902;0.3989766;0.5007235;-0.3600888;-0.5173977;-1.143477;-0.2692738;0.2976424;-0.5066306;-1.789822;-1.596941;-2.758087;-1.84097;0.3146682;-1.096707;-2.167941;-1.946605;-2.838851;"Sous";"Sous";"Sous"
"G1146";0.1773335;0.038932;-0.2874024;0.4999395;-0.1840652;-0.6933938;0.3636834;1.250574;2.122431;2.326906;2.291569;2.332686;0.4735901;1.399659;1.703195;2.481377;2.428545;1.973992;0.053229;-0.1434566;0.3627938;-0.3690054;-0.5389253;-0.901667;0.2028217;1.281623;1.738157;1.974108;2.236447;2.122952;0.6012541;1.201548;1.779281;2.36776;2.274385;1.973683;"Non";"Sur";"Sur"
"G1147";-0.7229033;-0.7563886;-0.1379262;0.4198191;0.7668129;0.8834622;-0.6276135;-0.229901;-1.646914;-1.042926;-1.113587;-3.130496;-0.6838213;-0.577241;-2.104841;-1.61531;-0.9338132;-2.233944;0.3539227;-0.1301697;-1.116343;0.5509443;0.2224571;0.9490429;-0.04672893;-1.146679;-0.8368627;-2.204629;-2.697187;-2.690106;0.7584618;-1.216387;-1.685613;-2.223578;-3.282093;-2.926533;"Non";"Sous";"Sous"
"G1149";-0.4698753;-1.20656;0.150042;-1.043805;-0.9147376;0.742941;-0.7741887;-3.193627;-4.19754;-3.670717;-3.77844;-3.171094;-1.014751;-3.349772;-1.828194;-3.785279;-3.580268;-2.091753;-0.1217096;0.3727393;-0.791372;1.041768;0.4574665;1.140973;-0.1606739;-3.169656;-2.473122;-1.411009;-2.024457;-2.413607;-0.06491112;-1.825925;-2.967663;-2.245386;-2.786659;-1.908641;"Non";"Sous";"Sous"
"G1150";-0.5998338;-0.5204602;-0.1401134;-0.5866664;0.1533096;-0.03101671;-0.7286318;0.8205279;1.329543;1.61781;2.339536;5.008851;-0.4817197;1.638516;2.136746;2.07607;1.292286;5.246383;0.1225907;0.2874588;0.3350229;1.728511;-0.4875972;1.41031;-0.5010669;2.519545;3.258671;5.506841;5.319921;7.763343;0.1029525;3.461097;3.630147;4.629885;4.979485;6.997694;"Non";"Sur";"Sur"
"G1153";-0.1725032;-1.62228;-0.4608905;-0.4313964;-0.2884247;-0.2725871;0.1812343;-1.737344;-5.058171;-3.226124;-2.0627;-2.3073;-0.362439;-2.170895;-4.085382;-3.026074;-1.954049;-1.76216;0.4779916;-0.8394937;-1.42933;-0.3496428;-1.001152;-2.289009;0.1346614;-1.734683;-3.265852;-2.506149;-2.112127;-0.2876233;0.5301185;-2.09373;-4.268759;-2.253887;-2.437571;-0.6833667;"Sous";"Sous";"Sous"
"G1163";-0.1552416;-0.2038653;0.3046885;0.1818714;-0.4243598;-0.3435447;0.2456797;0.7012498;1.480491;1.924388;1.49624;1.81223;0.1867584;0.9502837;1.705019;1.838623;1.894375;2.321823;0.1190207;-0.2263839;-0.01170114;-0.1293062;-0.3121067;-0.8351894;0.3237299;1.483172;1.488228;1.989327;2.284949;2.292977;-0.01136465;1.481;1.657777;1.894384;1.95253;2.311461;"Non";"Sur";"Sur"
"G1164";0.2465609;-0.2752915;-0.05402895;0.4352521;-0.4590415;-0.6164673;0.6415464;1.233376;2.187514;2.365623;1.761466;2.045022;0.5601601;1.65652;2.213628;2.450891;2.549147;2.488759;0.1792449;-0.3456061;0.4012631;-0.552749;-0.7025213;-1.053318;0.4377751;1.764911;2.190954;2.275772;2.537283;2.517464;0.08307319;1.841449;2.127484;2.479677;2.209717;2.291334;"Non";"Sur";"Sur"
"G1165";0.1163868;-0.2462443;-0.2998044;0.8751994;-0.1292829;-0.1033192;1.108969;3.726423;4.390611;3.830184;3.218041;3.563868;0.9732894;4.042047;4.373766;3.910288;3.271356;2.874053;0.4067167;0.1722836;0.2812887;0.0003891677;-0.3281685;-1.197236;1.562625;3.960699;4.195915;3.927931;3.252298;3.018095;1.837474;3.962512;4.193898;3.818343;3.022878;2.770366;"Non";"Sur";"Sur"
"G1167";0.1495876;0.6427293;0.4949017;0.6146687;0.02576696;-0.6090271;0.5271986;2.733706;3.853957;4.19626;3.918782;3.303651;0.8838118;3.261341;3.898094;4.01552;3.818814;3.291161;0.2804397;-0.03686885;0.8054893;0.5576943;-0.5099962;-1.156539;0.974815;3.029993;3.489259;4.442092;3.77802;3.310173;0.8942619;3.164142;4.028328;4.209099;3.762585;3.452773;"Non";"Sur";"Sur"
"G1171";-0.2161941;-0.02493484;-0.1029804;0.3955488;-0.1832703;-0.2563517;0.4485391;2.464534;3.29923;2.694083;2.382701;2.542197;0.5432376;2.630556;2.999782;2.733307;2.366385;1.972727;0.08246282;0.1066643;0.2578669;-0.3061479;-0.5171767;-0.8851141;0.8122531;2.608746;2.996613;2.42578;2.108486;2.270461;0.8420992;2.664955;3.123888;2.450247;2.070439;2.070679;"Non";"Sur";"Sur"
"G1181";1.384117;0.5777079;1.546118;1.274222;0.3253606;-0.4775385;0.8522278;3.745281;5.962894;3.975701;4.291992;4.092441;1.802695;3.681078;4.386489;4.003502;3.893451;3.487436;1.199123;0.3137196;1.467546;0.8958652;-0.09906892;-0.529609;1.431643;4.91103;5.173959;4.20986;3.562937;3.73549;2.235933;4.243093;4.108264;4.194212;3.837475;3.848509;"Non";"Sur";"Sur"
"G1182";-0.4457055;-1.681495;-0.7636797;-1.32771;-0.5756541;-0.5371239;-0.6484145;-2.405902;-2.074774;-1.309229;-0.3316492;-3.275396;-1.231163;-3.431164;-3.79021;-2.560555;-1.418814;-2.964702;-0.4607559;-1.022584;-1.47549;-0.4852846;-1.097096;-0.7122491;-0.7816;-2.133169;-2.860824;-1.269902;-1.350444;-2.894872;-0.6465741;-3.512077;-4.575604;-2.12508;-1.903763;-3.269178;"Non";"Sous";"Sous"
"G1185";-0.6909197;-0.9338159;-0.5178025;-0.779713;-0.3487956;-0.6402071;-0.3749227;-0.1103102;0.1922155;0.6595915;2.473804;3.128539;-0.5962717;-0.8403102;-0.348805;0.5153658;1.507601;2.917782;-0.9116438;-0.9357994;-0.6910874;-0.9612389;0.06902468;-0.6865697;-0.5518045;-0.2817145;0.2834205;1.511156;2.941057;3.436402;-0.6739101;-0.671811;-0.8536377;0.9884395;3.050193;3.185294;"Non";"Sur";"Sur"
"G1195";0.2836491;-0.8701564;0.1595267;-0.2326196;0.2352984;0.7621603;-0.5642312;-1.381607;-3.23189;-3.437447;-2.499724;-2.666438;-0.01728232;-1.408388;-1.070052;-2.244028;-2.270505;-2.009933;0.246258;-0.08031201;-0.5276425;0.6250984;0.3149812;0.7613563;-1.002573;-2.19874;-2.414871;-2.017528;-1.775392;-1.671445;-0.2825089;-1.27881;-1.723242;-2.344142;-2.030488;-2.018496;"Non";"Sous";"Sous"
"G1196";-0.07342284;-0.5243634;0.6826433;-0.2463502;-0.385876;1.053863;-0.5815203;-1.947788;-3.658365;-4.30311;-4.771627;-3.876522;-0.6169474;-2.091183;-2.221264;-5.338651;-4.454398;-2.948388;0.01828807;-0.118841;-0.2144761;0.6672716;0.1985324;0.4572282;-0.4932755;-1.335392;-2.315842;-3.280425;-2.453326;-3.858609;-0.6604004;-0.9824167;-2.235481;-3.718653;-3.449941;-3.999061;"Non";"Sous";"Sous"
"G1198";-0.2100006;0.3908163;-0.4578283;-0.9473583;0.1195734;-1.73034;-0.3991349;-0.01573387;0.0432311;-0.3079363;-0.8725715;-2.202127;-0.3733885;-0.05989127;0.1568609;-0.9317642;-0.283218;-2.101345;0.4636452;0.2181719;0.1503146;-0.3241792;0.3025755;-1.513893;0.003094613;-0.3713993;0.09594259;-0.4050109;-0.7779505;-2.520359;0.03609759;0.1042713;0.3586841;-0.7068674;0.04558065;-2.01035;"Sous";"Sous";"Sous"
"G1204";0.009984292;0.4050162;0.3010762;0.3151624;0.2932515;-0.5347893;0.07913266;1.016949;1.635942;2.273322;2.517806;2.99735;0.1782553;1.075706;1.802404;2.587382;2.717791;2.935166;-0.4743465;0.1861151;0.216076;-0.1925254;-0.5861147;-0.6738352;0.1530805;1.147454;1.29027;1.818454;2.055127;2.104533;0.348586;1.277495;1.532953;2.229181;2.694591;2.523738;"Non";"Sur";"Sur"
"G1206";0.01871019;-0.2036842;0.08406931;0.2216112;0.2874887;-0.1876314;0.413508;1.394932;2.455657;3.050055;3.48616;3.262514;0.01835693;1.407199;2.574283;2.934926;3.444735;3.037005;0.2506083;-0.5875414;0.7100484;-0.2557345;-0.3143026;-0.8934075;1.03927;1.195505;2.460639;2.954607;3.269453;2.907668;0.6002852;1.568766;2.583811;2.773218;3.436086;3.324031;"Non";"Sur";"Sur"
"G1208";0.03158594;4.025179;3.315765;1.51478;1.254496;-1.045145;-0.8902794;2.030513;0.8524511;-0.05270064;0.125816;-2.610944;-0.1597035;4.402967;3.155915;2.154683;1.100157;-1.54208;-0.4147144;3.802536;4.476008;0.7641199;-1.578362;-1.065072;-1.187151;-0.8484311;0.5184326;-3.155446;-3.908745;-2.547811;1.083976;4.181329;4.450949;0.6286933;-1.439192;-2.277457;"Sous";"Sous";"Sous"
"G1219";0.004499255;0.1676708;-0.09503022;0.3557252;-0.1760935;-0.316336;0.2934921;1.147057;1.914028;2.04376;2.044377;2.430149;0.420067;1.277016;1.686567;1.983655;2.218393;2.255143;0.03680925;-0.08175409;0.3836201;-0.3336378;-0.3934721;-0.7001119;0.321512;1.384039;1.624411;1.954632;2.133821;2.30832;0.2853981;1.435518;1.827936;2.046945;2.152817;2.316673;"Non";"Sur";"Sur"
"G1220";-0.2112517;0.2000388;-0.3986587;-1.635758;-1.176446;-1.026527;-0.4270954;-0.1065595;-0.4596075;-2.009091;-2.811509;-2.005753;-0.33025;0.1114945;-0.7502375;-1.727093;-3.360172;-1.520666;-0.5740186;-0.3853476;-0.1586567;-0.6077313;-0.23897;-1.173123;-0.232561;0.6907475;-0.2354148;-1.631671;-2.36486;-4.023647;-1.260848;0.2700651;-0.832472;-2.773292;-3.552767;-3.8701;"Sous";"Sous";"Sous"
"G1222";0.9422714;1.250895;1.639221;0.5316006;0.7276552;0.6674419;1.600508;4.382896;5.705551;2.206809;1.324254;0.9529193;2.534638;4.195127;4.326773;2.64126;1.954755;2.278231;0.2981645;1.038679;1.073253;1.978372;0.4298948;1.123619;1.37257;5.436435;5.226162;2.578205;1.406458;1.25405;1.797996;4.61907;4.346358;2.798196;0.753394;2.178967;"Non";"Sur";"Sur"
"G1223";1.470856;1.162725;1.497152;0.4266138;0.8640918;0.6216787;2.073994;6.744758;7.895548;3.67306;2.789457;2.703269;3.500082;6.405858;6.350523;4.027621;3.283074;3.245908;0.1848969;0.930389;0.451598;1.939893;0.5636073;1.775393;1.71921;7.343779;7.282877;3.71504;2.714169;2.537939;2.587574;6.56096;6.502273;4.205829;1.918082;3.366387;"Sur";"Sur";"Sur"
"G1225";-0.1168699;0.2962849;0.07496576;-0.1008538;-0.4279016;-0.5108766;-0.01283255;-0.2082482;-0.1327186;-0.7652686;0.7389509;2.303396;0.1879417;-0.2474789;-0.2135911;-0.3832738;0.6231393;1.870183;-0.02554143;0.2153673;0.4880686;-0.08386259;-0.005405722;-0.7605008;-0.08449665;-0.1553499;0.4086834;-0.2747329;0.8632001;1.995505;-0.3134097;-0.4336541;0.198719;-0.05433433;1.646612;2.171784;"Non";"Sur";"Sur"
